AMB_TEMP,RAINFALL,RH,WIND_SPEED,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,season_1,season_2,season_3,season_4,t-1,t-10,t-11,t-12,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7
0.00400218342306,0.000558405483738,0.00343309724241,0.00438036545617,0.000124219804369,0.000102613500671,0.000221665875253,0.000491049008517,0.00028040484748,0.000184177047355,0.000154044229657,0.000105235303817,0.000157106490735,0.00509850614151,0.000689235326576,0.000370471736746,8.27143103943e-05,0.000635479355944,0.000254827780421,9.61918591232e-05,0.000101341932001,9.64600865341e-05,8.04204637872e-05,0.000102923852126,0.000147486851633,0.000248793716421,0.000519956157737,0.000387529933094,0.000292558683291,0.000256756105509,0.00041884362688,0.000163842793241,0.795108442135,0.0205455406618,0.0595058840267,0.0124700609844,0.0104177696955,0.0134941342757,0.0247565944716,0.0083013216885,0.00302089514385,0.0024227681251,0.00746986397464,0.0128038690551,0.000224800892417,0.000267093355891,0.00365510243806,0.000466919444314,0.000200913696534,0.000332720331843,0.000296397176913
0.00569111265906,0.00115797238454,0.00518672332632,0.00557428997009,0.000135594760635,0.000150401372009,0.0002341502723,0.000367546637744,0.000182977611821,0.00189454125526,0.000164577844896,0.000116569744065,0.00013978718446,0.00805338807061,0.00111183137541,0.00042437425008,9.3637059743e-05,0.000280004763806,0.000413965794068,0.000139784838302,0.000101096729674,0.000113301649349,8.08045112598e-05,0.00011714540061,0.000172445167365,0.000282123998444,0.000526988183172,0.000436519532715,0.000301413639742,0.00035788830098,0.000324966133933,0.000207280924992,0.75919297301,0.0276167211984,0.0839143566314,0.0092124994938,0.0154691937116,0.0171259090856,0.0221815356163,0.00527047791996,0.00351384632764,0.00381220119894,0.00787887500977,0.00466313506643,0.000230585071356,0.000324956846886,0.00377181497692,0.000355463410526,0.000222910075689,0.000411804532075,0.000295535468884
0.00373916301609,0.000592506028908,0.00400440227047,0.00507855566503,0.000173525554478,0.000122239401175,0.000175301353568,0.000393308299093,0.000185270592928,0.00012563795897,0.000221529309086,9.49017125689e-05,0.000132866509849,0.0062674871536,0.000576532713549,0.000415505379167,0.000104899197886,0.000434262275781,0.000690289570141,0.000175600013948,9.31908131711e-05,0.000105113107924,9.1064623128e-05,0.000144555881708,0.000152762590357,0.000267211352875,0.000521016362253,0.000367214078813,0.000442201565881,0.00033037764998,0.000445639882404,0.000185418660791,0.791577464592,0.0228842304007,0.0571398130106,0.0229556078636,0.0170328102298,0.0231257138011,0.0125959399771,0.00239396905553,0.00321092717669,0.00316766216697,0.00975768040445,0.00339046697939,0.000220540056932,0.000320009289135,0.00198838530448,0.000429594896133,0.00027837147914,0.000286927387179,0.000394335383193
0.00414089848924,0.000599799427216,0.00422121314265,0.00586447522415,0.000138561344199,0.000139292023137,0.000229138095756,0.00050802792849,0.000333009147114,0.000160870764334,0.000299762944612,0.000156500773466,0.000193523066385,0.00570050713392,0.000835879822653,0.000415158109114,0.000109585226298,0.000455324647475,0.000747205333861,0.00012396276381,0.000157035051922,0.000117364004086,0.000103759909592,0.000164304896015,0.000192040180189,0.000331066063388,0.000622158005849,0.000372221822324,0.000449243978791,0.000635837798126,0.00047011854962,0.000250948608524,0.824834966796,0.0182885757777,0.0342857228656,0.0111885986448,0.014908367651,0.0124579034426,0.0214891283051,0.00305155634578,0.0039294676094,0.00307323566515,0.00977326981061,0.00924144519465,0.000252173744595,0.000344554064379,0.00212899173656,0.000461557209066,0.000318714566217,0.000356900884729,0.000376075409353
0.00460067520121,0.000842628077283,0.00367290781688,0.0101722687379,0.000207965809241,0.000102625612642,0.000220628766681,0.000357525670368,0.000196777500365,0.00013875393297,0.000176334694735,9.87448545456e-05,0.000121961610217,0.00486091184759,0.00235602132092,0.000227477655031,8.40412110267e-05,0.000524449255537,0.000986808922724,0.000197445271798,9.85972873467e-05,0.000103659113872,7.42053864536e-05,0.000116028193652,0.000147114695503,0.000264022310801,0.000502494818531,0.000278069082302,0.000298825590826,0.000587009606341,0.00052670801525,0.000209119799693,0.771906118548,0.0332515010219,0.0646757216101,0.0154481975724,0.0124330819644,0.025213534495,0.0134570721023,0.00408218473004,0.00351560244116,0.00410187130744,0.00388089952848,0.00978310912758,0.000279397371445,0.000291723876112,0.00252270749228,0.000984755794549,0.000255252474153,0.000309059169573,0.000255401702883
0.00471854265805,0.000508021288762,0.0029497674496,0.00435269849545,0.000128937914318,8.6049339821e-05,0.000229259158429,0.000353586353791,0.000159683791856,0.000102262788443,0.000176678866883,8.35763609919e-05,0.000128000915379,0.00552799858003,0.000623833489689,0.00018465106655,8.09800535462e-05,0.000706213505708,0.000253692670462,0.000146807402568,8.00453334267e-05,8.70185410876e-05,7.4814156134e-05,0.000122392820486,0.000151547308621,0.00021748078371,0.000482964576628,0.000354081135788,0.000322741248188,0.000680086011023,0.000434278111928,0.000225612471024,0.797935040356,0.0433479324728,0.049343144186,0.0149581321951,0.0157920197086,0.0122675288449,0.018790538654,0.00472097276,0.00200560050201,0.00247456658704,0.00605639890692,0.00353679612656,0.000178152077249,0.000249299204108,0.00224061971788,0.000700893648862,0.000188855370024,0.000258280145572,0.000220923888324
0.00376126476454,0.00058363338645,0.00696706461749,0.005179071794,0.000175016871355,0.000113155752858,0.000204656413797,0.000373970393037,0.000165112476507,0.000157647475507,0.000174464115533,0.000113091734682,0.000134308865369,0.00586487102476,0.00135698023688,0.000856645796373,8.68768855286e-05,0.000584602112748,0.000354633934267,0.000109872483833,0.000112040430414,9.66849563864e-05,8.50360141331e-05,0.000125828715519,0.000204833377114,0.000291123527819,0.000673335580508,0.000386446356884,0.000360996142894,0.00100569928519,0.00198979477976,0.000224247550258,0.742933225871,0.0638805126979,0.0646507187883,0.00853066397546,0.0172281146907,0.0234271803823,0.0188317995388,0.00305693422946,0.0032786130367,0.00265639181824,0.00711260463407,0.00601023992182,0.000240224660069,0.000301806448663,0.00370266211184,0.000326095624116,0.000304862244905,0.000344777330323,0.000309564142724
0.00579011445968,0.000560400966667,0.00874188494545,0.00389706329427,0.000118487213339,0.000167329780764,0.000190523667186,0.000333670617664,0.000159145212538,0.000135979328306,0.000129280460456,9.54986694124e-05,0.000166115177432,0.00374957613473,0.000858879034806,0.00167564034534,7.95640224593e-05,0.000293306021769,0.000377918373989,7.01318670977e-05,9.38901965894e-05,9.17375331678e-05,7.13886544269e-05,0.000109725536725,0.000124667692011,0.000250935788781,0.000513813460395,0.000469621673291,0.000331252119474,0.000214285687352,0.000340703753631,0.000173488142286,0.740778818819,0.0288363881557,0.086441417332,0.0241548153828,0.0118414822641,0.0341651720138,0.0145663005906,0.00899889441068,0.00476865903312,0.00267994869663,0.0049303425398,0.00352492366409,0.000186764419741,0.000259351022894,0.00213090158256,0.000316978048884,0.000244840078787,0.000548134272346,0.000249847840712
0.00342799569496,0.00052355397442,0.00250589841983,0.00471888183128,9.21554087734e-05,9.79836846047e-05,0.000185277108093,0.000335460397177,0.000182929901933,0.000120887582483,0.000175695694668,9.54159739202e-05,0.000136896322892,0.00569744081468,0.000416924778702,0.000174506925107,7.18255934264e-05,0.000301320652687,0.000310589449231,8.08974827384e-05,0.000102094395852,7.38657492462e-05,9.4002203729e-05,0.000133865936541,0.000140135074162,0.000262280927976,0.000445829140534,0.000287786949689,0.000299362583897,0.000570335819002,0.000457186621507,0.000182136147313,0.74414012042,0.0688834655111,0.0445563650448,0.0145522341168,0.00954779974955,0.0233758121051,0.0360167822015,0.00386284466185,0.00259149506637,0.00303489228686,0.00953262285002,0.01286302441,0.000199197630887,0.000279768483597,0.00209674679568,0.000828198623576,0.000223218769003,0.000498945968039,0.00021504606435
0.00602267957019,0.00114116439595,0.00588451091364,0.00947458109505,0.000155422040045,0.000123481434765,0.000239121870479,0.000439190419433,0.000227581489635,0.000244917001358,0.00016572300201,0.000108366608454,0.000148882692989,0.00891093768003,0.000906809222568,0.000303057598678,9.24371751212e-05,0.000319073062577,0.00124431032174,0.000114192214334,0.00011122431721,0.000101540743412,7.96448984388e-05,0.000159697990259,0.000224841806479,0.000297233203152,0.000609688644437,0.000487311018839,0.000386880183911,0.000519316829862,0.00081000171586,0.00022777338688,0.742585904459,0.0500086789467,0.0362235077201,0.0211051458587,0.0113892954012,0.0182789968285,0.0436844219785,0.00683953467246,0.00483086631861,0.00346335139984,0.00642638725365,0.00695736711419,0.000262708351359,0.000347772143688,0.00601276192321,0.000437200909339,0.000264164653622,0.000308084235215,0.00029225528432
