LR,MLP,RT,datetime
2.89080628698,2.97538317126,3.84929647252,2016-09-02 00:00:00
2.59493847602,2.71359647292,3.28125992062,2016-09-03 00:00:00
3.59104302374,3.66375129149,4.84242708936,2016-09-04 00:00:00
3.9146509081,3.76767542652,3.9224897611,2016-09-05 00:00:00
2.71768052376,2.66503872887,2.84393441608,2016-09-06 00:00:00
1.90579830231,1.88332122631,1.90667686477,2016-09-07 00:00:00
2.50352914116,2.27541035247,1.89052216969,2016-09-08 00:00:00
2.14796841939,1.96216705855,1.87082869339,2016-09-09 00:00:00
2.66348871743,2.39906009605,2.68996764403,2016-09-10 00:00:00
2.73675702821,2.73312383694,3.10302458483,2016-09-11 00:00:00
3.5771624615,3.82118098623,4.19573195839,2016-09-12 00:00:00
3.05931124297,2.91036976438,3.09237600428,2016-09-13 00:00:00
3.51480794554,3.34273167187,3.53176721057,2016-09-14 00:00:00
3.08242841196,3.23261454982,2.46644143116,2016-09-15 00:00:00
3.78681819326,3.83436928968,4.21307488659,2016-09-16 00:00:00
3.7381701225,3.89602158762,3.96241602318,2016-09-17 00:00:00
2.98023099787,3.1743548222,3.25985684757,2016-09-18 00:00:00
4.42668082506,4.37305230836,4.36898395892,2016-09-19 00:00:00
3.51830760968,3.62158239592,3.72436367366,2016-09-20 00:00:00
3.29084390884,3.3174906694,4.37569571188,2016-09-21 00:00:00
4.76837529668,4.99460505045,5.27229552012,2016-09-22 00:00:00
4.17130173482,4.52511865458,5.7743055138,2016-09-23 00:00:00
3.46283022663,3.34266629969,2.83233693673,2016-09-24 00:00:00
6.35983471915,6.13159388535,6.52437736493,2016-09-25 00:00:00
3.59205839829,3.62192491098,3.49168324048,2016-09-26 00:00:00
3.59928504004,2.19817073398,2.40800323661,2016-09-27 00:00:00
1.74135577114,1.05878251414,1.65994717281,2016-09-28 00:00:00
5.32253160842,5.0031667162,5.10909783215,2016-09-29 00:00:00
3.54989423305,3.52732483735,3.09139336917,2016-09-30 00:00:00
5.15979255366,4.87310854828,4.61178040658,2016-10-01 00:00:00
3.24337943319,3.07098712803,3.06247637935,2016-10-02 00:00:00
5.55612617875,5.80060218407,6.91183315047,2016-10-03 00:00:00
5.1041494547,5.64182639506,5.83343253884,2016-10-04 00:00:00
5.67776172392,5.89499074805,6.72526331579,2016-10-05 00:00:00
5.19269291648,4.35748168876,5.50189361341,2016-10-06 00:00:00
4.23316187559,4.17649278243,4.85626742811,2016-10-07 00:00:00
3.27439716039,3.11963485292,3.04641235755,2016-10-08 00:00:00
3.62072888539,3.40917469435,3.80932160233,2016-10-09 00:00:00
2.35279696091,2.46560501052,2.28938364264,2016-10-10 00:00:00
3.26586057664,3.38340216706,3.67283894886,2016-10-11 00:00:00
21.4988244109,20.3800955999,23.8569473149,2016-10-12 00:00:00
3.63534466846,3.6262091451,3.51188458428,2016-10-13 00:00:00
4.41016751112,4.49550706322,4.88694524179,2016-10-14 00:00:00
5.7987093595,6.23156725903,7.29725975966,2016-10-15 00:00:00
6.13303759848,6.86884869919,7.32290925794,2016-10-16 00:00:00
4.7626514097,4.95424446897,5.23211238411,2016-10-17 00:00:00
5.32234207933,5.17047860102,5.78364252296,2016-10-18 00:00:00
6.95380988771,6.69082775929,8.00934422456,2016-10-19 00:00:00
6.58220222739,6.43919540788,7.58630894001,2016-10-20 00:00:00
5.76683840802,5.84873306375,7.36899473017,2016-10-21 00:00:00
4.06532950069,4.52106292097,4.62681395859,2016-10-22 00:00:00
3.62834939309,3.57395766318,3.5757528201,2016-10-23 00:00:00
3.80652678921,3.73495487183,5.02908208987,2016-10-24 00:00:00
4.34601631496,4.82145149162,5.69722154505,2016-10-25 00:00:00
4.10489266793,4.39378215732,5.43501166989,2016-10-26 00:00:00
5.96750667466,5.78168352848,6.69032261305,2016-10-27 00:00:00
7.07402519543,7.07783786375,8.58778201866,2016-10-28 00:00:00
6.27099191193,6.48256813992,6.38719784384,2016-10-29 00:00:00
3.47913839179,3.53300868782,3.780402989,2016-10-30 00:00:00
2.80977076883,2.73190420588,2.94931027021,2016-10-31 00:00:00
2.75537033239,2.98102757411,2.8267898296,2016-11-01 00:00:00
29.7311035862,31.3217756806,47.5943294601,2016-11-02 00:00:00
5.56887280642,5.99735660625,3.62032744836,2016-11-03 00:00:00
3.2944292587,3.26918597792,4.59163893922,2016-11-04 00:00:00
4.23290880653,4.57925589806,5.54034445379,2016-11-05 00:00:00
4.59744499085,4.93036056849,5.83809329605,2016-11-06 00:00:00
5.45879571543,5.44639939864,5.79241601867,2016-11-07 00:00:00
4.29976216405,4.60149947304,4.82290541755,2016-11-08 00:00:00
3.25279914063,3.25230991596,3.29391291004,2016-11-09 00:00:00
2.91606889727,2.67149381772,2.25462487641,2016-11-10 00:00:00
3.80305562646,4.38717992286,4.64805938199,2016-11-11 00:00:00
3.21350683948,3.24589148046,3.08220700148,2016-11-12 00:00:00
4.67716926128,4.66217702712,5.2370872948,2016-11-13 00:00:00
8.69257817224,8.44774525357,9.22180387271,2016-11-14 00:00:00
5.27094481719,5.25127981195,7.23993554299,2016-11-15 00:00:00
6.3054728488,6.36403360632,5.58312603264,2016-11-16 00:00:00
7.23370517143,6.93591876488,6.25979232882,2016-11-17 00:00:00
5.05454760727,5.22661594676,6.62705244238,2016-11-18 00:00:00
6.56598878621,6.57890331864,9.34968805184,2016-11-19 00:00:00
4.98298170698,5.63430385424,5.09856552085,2016-11-20 00:00:00
3.55432313692,3.97718372637,4.74975632903,2016-11-21 00:00:00
2.67701834127,2.74665825575,2.82556123563,2016-11-22 00:00:00
2.22074486912,2.25914429179,2.01760881543,2016-11-23 00:00:00
2.74746480583,2.31731005133,2.30342068727,2016-11-24 00:00:00
5.13188562118,5.12704173294,4.80897132807,2016-11-25 00:00:00
4.41219385257,4.42318958723,4.45450250787,2016-11-26 00:00:00
3.0173586701,2.8246547613,2.46425315623,2016-11-27 00:00:00
3.93068702703,3.78814527713,4.17846662465,2016-11-28 00:00:00
3.80252355454,3.92876566496,4.50924975282,2016-11-29 00:00:00
3.5014973058,3.52075434709,3.90645832778,2016-11-30 00:00:00
3.40629040749,3.73432119536,3.68948079254,2016-12-01 00:00:00
3.01126540428,3.20991141592,3.68346757618,2016-12-02 00:00:00
3.01652054235,2.93827858564,3.06024603164,2016-12-03 00:00:00
2.29006303516,2.38706885332,3.26445503364,2016-12-04 00:00:00
3.68501997771,3.68061831571,4.09563905383,2016-12-05 00:00:00
4.32395625775,3.84269879837,3.60555127546,2016-12-06 00:00:00
4.21314699983,4.36868225692,5.02263395559,2016-12-07 00:00:00
4.95630792831,4.72219926442,5.53233864051,2016-12-08 00:00:00
3.65909233307,3.40836192391,3.45242969998,2016-12-09 00:00:00
3.67802464548,3.86889074674,4.07553677446,2016-12-10 00:00:00
3.47264989763,3.48879136083,3.33504122913,2016-12-11 00:00:00
4.09156506458,4.39118313261,5.42047835972,2016-12-12 00:00:00
4.31817503635,4.61167849635,5.40096442005,2016-12-13 00:00:00
3.68687527051,3.628807167,3.70112595481,2016-12-14 00:00:00
3.41625698507,3.6406296383,3.98967997417,2016-12-15 00:00:00
3.70084964147,3.61785063734,4.10397278166,2016-12-16 00:00:00
7.36281684284,7.29845722685,7.50766275215,2016-12-17 00:00:00
11.1697409477,10.8358376574,11.3656096772,2016-12-18 00:00:00
21.3377604735,20.6146616705,24.0395473743,2016-12-19 00:00:00
4.58549494553,4.88515149736,4.03887360535,2016-12-20 00:00:00
4.19713667585,4.83309188048,4.79196858952,2016-12-21 00:00:00
4.22989488462,4.28085137055,4.34466999983,2016-12-22 00:00:00
3.67229462112,3.87337107299,3.80241151552,2016-12-23 00:00:00
3.85621575694,3.95914709608,4.32507894383,2016-12-24 00:00:00
5.43168600859,5.17781243622,7.2804278466,2016-12-25 00:00:00
3.83411315994,4.04712681838,4.579164771,2016-12-26 00:00:00
6.63184593974,6.60124563097,5.97302966118,2016-12-27 00:00:00
4.57425239327,4.39341354178,4.89331922577,2016-12-28 00:00:00
3.44396698092,3.41765344682,3.88010946551,2016-12-29 00:00:00
3.87720403563,3.79991015876,3.68697030094,2016-12-30 00:00:00
