datetime,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2007-01-01 00:00:00,二林,17,0.32,2.35,10.7,13.05,7.4,43,18,0.0,88.09,0.2,,228.22,0.45,
2007-01-01 01:00:00,二林,16.76,0.32,6.04,11.03,17.08,4.4,35,22,0.0,88.68,0.2,,164.01,0.53,
2007-01-01 02:00:00,二林,17.01,0.39,3,10.49,13.49,5,23,21,0.0,89.14,0.1,,203.85,0.5,
2007-01-01 03:00:00,二林,17.03,0.38,2.62,10.79,13.4,3.9,23,25,0.0,89.54,0.1,,179.54,0.45,
2007-01-01 04:00:00,二林,16.65,0.4,7.15,11.37,18.53,3.2,29,22,0.0,89.9,0.2,,65.74,1.13,
2007-01-01 05:00:00,二林,15.95,0.63,28.37,14.97,43.34,4.4,35,28,0.0,90.15,0.6,,334.56,0.77,
2007-01-01 06:00:00,二林,15.99,0.7,30.35,13.17,43.51,3.6,35,32,0.0,90.38,0.7,,51.23,0.64,
2007-01-01 07:00:00,二林,16.22,0.87,37.37,14.32,51.69,3.8,46,44,0.0,90.51,1.5,,38.62,1.57,
2007-01-01 08:00:00,二林,17.76,0.69,21.51,22.74,44.25,8.7,60,45,0.0,90.75,2.6,,58.59,3.69,
2007-01-01 09:00:00,二林,19.25,0.63,14.55,26.05,40.6,19.6,71,58,0.0,90.63,5.9,,39.38,3.1,
2007-01-01 10:00:00,二林,20.79,0.37,4.58,13.4,17.98,29.1,79,60,0.0,89.37,5.3,,289.01,5.34,
2007-01-01 11:00:00,二林,21.29,0.21,2.22,6.23,8.44,36.4,72,57,0.0,80.91,2.1,,169.92,5.95,
2007-01-01 12:00:00,二林,21.3,0.22,1.72,7.66,9.37,39.1,66,47,0.0,74.42,2.4,,61.68,5.7,
2007-01-01 13:00:00,二林,21.7,0.28,2.73,9.26,11.99,38.2,56,37,0.0,73.22,3.6,,45.93,4.33,
2007-01-01 14:00:00,二林,22.18,0.26,2.32,8.39,10.72,41.8,62,32,0.0,72.15,3,,150.89,4.65,
2007-01-01 15:00:00,二林,21.75,0.27,1.85,8.4,10.25,43.7,62,31,0.0,73.89,2.6,,121.15,5.02,
2007-01-01 16:00:00,二林,20.38,0.3,1.27,9.83,11.1,41.1,68,40,0.0,78.28,2.6,,71.88,5.1,
2007-01-01 17:00:00,二林,19.77,0.25,0.81,8.19,9,39.5,56,48,0.0,80.44,1.7,,59.31,4.47,
2007-01-01 18:00:00,二林,19.66,0.21,0.77,7.29,8.06,38.8,57,40,0.0,80.9,1.2,,57.02,3.8,
2007-01-01 19:00:00,二林,19.52,0.18,0.83,6.8,7.63,37.7,47,29,0.0,81.33,1,,46.34,3.76,
2007-01-01 20:00:00,二林,19.39,0.18,0.76,8.21,8.97,34.7,44,22,0.0,81.99,1.2,,50.19,3.52,
2007-01-01 21:00:00,二林,19.27,0.19,0.78,8.65,9.43,33.2,37,23,0.0,82.62,1.2,,47.3,4.21,
2007-01-01 22:00:00,二林,19.32,0.2,0.76,10.62,11.37,29.7,34,27,0.0,81.67,1.7,,36,3.84,
2007-01-01 23:00:00,二林,19.24,0.21,0.63,11.1,11.73,26.8,32,25,0.0,81.69,1.9,,41.63,3.64,
2007-01-02 00:00:00,二林,19.01,0.22,0.69,11.59,12.28,24.3,29,32,0.0,82.16,1.9,,40.06,2.92,
2007-01-02 01:00:00,二林,18.63,0.25,0.89,11.7,12.59,20.1,28,27,0.0,83.34,1.7,,51.92,1.72,
2007-01-02 02:00:00,二林,18.4,0.3,1.15,13.27,14.43,15.2,26,26,0.0,83.9,1.7,,30.4,1.96,
2007-01-02 03:00:00,二林,18.34,0.33,0.6,15.9,16.5,13.8,36,28,0.0,83.4,1.9,,59.66,1.73,
2007-01-02 04:00:00,二林,18.69,0.31,0.58,12.39,12.97,19.8,33,23,0.0,82.66,2.4,,41.05,1.21,
2007-01-02 05:00:00,二林,18.8,0.27,0.48,10.43,10.91,20.4,30,25,0.0,83.24,1.9,,46.66,3.18,
2007-01-02 06:00:00,二林,18.38,0.26,0.61,15.41,16.02,13.5,28,19,0.0,83.81,2.5,,37.96,2.1,
