datetime,station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SHELT_TEMP,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
2008-04-14 04:00:00,二林,20.38,0.36,0.73,10.97,11.71,24.9,53,43,0.0,81.27,26.52,3.4,48.68,44.67,3.55,2.67
2008-04-14 05:00:00,二林,20.36,0.32,0.71,11.75,12.46,30.6,57,46,0.0,80.18,26.57,3.7,42.07,41.73,3.02,2.57
2008-04-14 06:00:00,二林,20.67,0.32,1.75,12.02,13.77,30.6,51,43,0.0,78.95,26.48,4.2,51.76,61.83,2.89,1.67
2008-04-14 07:00:00,二林,21.82,0.35,2.81,9.86,12.67,31,56,40,0.0,76.08,26.48,3.6,41.15,38.03,3.96,3.37
2008-04-14 08:00:00,二林,23.53,0.39,2.8,7.46,10.26,33.5,58,28,0.0,71.98,26.49,2.9,42.48,51.63,2.79,2.69
2008-04-14 09:00:00,二林,25.19,0.39,3.42,10.72,14.14,36.7,61,31,0.0,66.42,26.72,3,26.07,318.8,3.33,1.13
2008-04-14 10:00:00,二林,26.04,0.4,4.33,12.84,17.17,52.8#,67,31,0#,64.36,26.84,6#,259.48,281.55,5.74,0.59
2008-04-14 11:00:00,二林,26.42,0.3,1.14#,6.42#,7.55#,67,79,32,0.0,63.6,26.9,4,250.27,265.23,5.5,0.44
2008-04-14 12:00:00,二林,26.84,0.28,1.48,6.26,7.74,75.2,79,30,0.0,62.83,26.67,4.2,52.32,61.04,5.17,0.69
2008-04-14 13:00:00,二林,26.68,0.26,1.31,4.75,6.06,75.7,70,29,0.0,62.47,27.1,2.4,72.97,71.47,5.51,1.69
2008-04-14 14:00:00,二林,26.88,0.46,2.82,17.42,20.25,73.2,71,30,0.0,62.3,27.04,8.2,61.74,51.28,4.65,2.21
2008-04-14 15:00:00,二林,27.15,0.36,1.83,12.6,14.43,81.2,76,40,0.0,62.14,27.09,5.6,51.84,64.83,3.55,1.46
2008-04-14 16:00:00,二林,26.24,0.35,1.12,12.28,13.4,80.1#,92,38,0.0,66.65,27.46,4.7,282.94,274.5,3.67,0.26
2008-04-14 17:00:00,二林,25.02,0.33,1.23,12.43,13.65,75.1#,85,42,0.2,71.5,27.29,5.3,83.49,69.47,3.42,0.94
2008-04-14 18:00:00,二林,24.34,0.36,0.74,13.67,14.41,57.7,91,36,0.0,74.63,26.32,4.5,60.98,47.36,1.49,0.98
2008-04-14 19:00:00,二林,23.94,0.4,0.48,16.98,17.47,44.9,77,41,0.0,76.29,26.48,3.2,21.63,260.03,1.57,0.44
2008-04-14 20:00:00,二林,23.61,0.38,0.75,19.1,19.85,34.5,78,41,0.0,78.6,26.44,3.4,305.1,247.29,2.55,0.85
2008-04-14 21:00:00,二林,24.1,0.36,0.87,11.63,12.49,42,75,41,0.0,79.51,26.41,4,26.67,46.47,2.81,0.12
2008-04-14 22:00:00,二林,23.73,0.44,0.75,14.43,15.18,33.4,72,43,0.0,79.35,26.43,4,47.43,69.63,2.68,1.72
2008-04-14 23:00:00,二林,23.16,0.51,0.88,20.35,21.23,22,71,45,0.0,79.59,26.42,5.1,38.34,47.39,2.28,0.89
2008-04-15 00:00:00,二林,22.66,0.56,0.99,23.96,24.95,15.3,73,46,0.0,80.79,26.39,4.9,42.19,58.07,2.15,1.57
2008-04-15 01:00:00,二林,22.2,0.56,0.54,22.87,23.41,14.1,71,42,0.0,80.92,26.36,6,52.1,46.48,2.49,0.28
2008-04-15 02:00:00,二林,21.88,0.58,1.38,32.18,33.56,9.2,74,41,0.0,80.18,26.23,6.1,43.08,44.75,2.2,2.17
2008-04-15 03:00:00,二林,21.56,0.5,0.93,24.87,25.8,11.1,68,45,0.0,80.57,26.34,4.8,41.08,47.68,1.14,1.14
2008-04-15 04:00:00,二林,21.36,0.56,2.34,29.97,32.31,5.7,69,52,0.0,81.42,26.27,5.6,334.85,320.18,1.07,0.5
2008-04-15 05:00:00,二林,21.21,0.65,9.32,30.83,40.15,5.5,68,52,0.0,82.83,26.39,5.1,356.23,39.21,1.61,0.78
2008-04-15 06:00:00,二林,21.99,0.63,9.75,23.58,33.33,8.9,88,49,0.0,83.84,26.32,4.5,44.36,45.54,2.34,1.37
2008-04-15 07:00:00,二林,23.77,0.5,5.26,17.49,22.75,21.3,94,48,0.0,78.29,26.47,7.2,43.99,40.79,3.45,2.91
2008-04-15 08:00:00,二林,25.51,0.42,3.18,11.74,14.91,35.5,92,50,0.0,71.63,26.65,5.9,45.75,50.63,2.98,3.04
2008-04-15 09:00:00,二林,27.43,0.47,2.34,12.24,14.58,50.6,82,48,0.0,65.77,26.89,6.3,29.57,334.78,2.13,1.13
2008-04-15 10:00:00,二林,28.66,0.42,1.77,13.71,15.48,66.7,84,53,0.0,62.21,27.03,6.6,328.51,324.2,2.26,1.16
2008-04-15 11:00:00,二林,29.85,0.32,1.3,9.23,10.54,73.7,96,54,0.0,58.29,27.01,5.5,356.22,334.81,2.28,1.01
2008-04-15 12:00:00,二林,30.7,0.23,1.18,4.61,5.79,59,75,48,0.0,53.84,27.03,2.8,310.75,305.54,2.26,1.67
2008-04-15 13:00:00,二林,30.07,0.23,0.9,4.83,5.72,65.5,64,36,0.0,58.17,26.84,2.9,309.54,305.88,2.87,2.7
2008-04-15 14:00:00,二林,28.48,0.22,0.61,4.83,5.44,67.3,56,28,0.0,64.75,26.5,2.5,303.81,276.49,3.58,2.16
2008-04-15 15:00:00,二林,28.27,0.29,0.73,5.22,5.94,66.7,74,32,0.0,64.88,26.58,3,314.64,33.78,2.88,1.55
2008-04-15 16:00:00,二林,27.68,0.27,1.16,9.58,10.74,61.2,76,34,0.0,66.22,26.42,4.5,31.39,38.3,2.48,0.88
2008-04-15 17:00:00,二林,26.77,0.3,0.98,8.71,9.69,63.7,69,34,0.0,69.8,26.44,3,357.56,344.5,2.33,0.93
2008-04-15 18:00:00,二林,25.91,0.35,0.7,11.57,12.27,56.3,56,39,0.0,75.28,26.37,3.8,296.49,319.61,1.4,0.32
2008-04-15 19:00:00,二林,25.3,0.4,0.82,12.04,12.86,45.7,68,41,0.0,79.76,26.51,4.9,347.25,40.29,1.72,0.45
2008-04-15 20:00:00,二林,25.01,0.38,0.55,10.64,11.19,44.1,66,45,0.0,82.1,26.47,4.9,341.32,11.64,1.08,0.29
2008-04-15 21:00:00,二林,24.8,0.45,0.56,12.15,12.71,37.1,85,45,0.0,83.23,26.47,4.2,34.31,52.51,1.33,0.54
2008-04-15 22:00:00,二林,24.39,0.53,0.54,22.29,22.84,19.7,87,46,0.0,84.6,26.43,2.9,49.4,63.42,1.12,1.09
2008-04-15 23:00:00,二林,23.93,0.52,0.87,29.14,30.01,9,103,45,0.0,86.33,26.41,2.8,70.73,81.92,1.11,1.03
2008-04-16 00:00:00,二林,23.75,0.63,3.32,33.16,36.47,5.1,100,53,0.0,86.65,26.42,3.6,100.51,90.24,0.9,0.77
2008-04-16 01:00:00,二林,23.58,0.69,10.16,32.12,42.27,4.6,103,55,0.0,86.33,26.36,3.1,87.39,119.07,0.47,0.41
2008-04-16 02:00:00,二林,23.27,0.72,23.18,30.04,53.22,4.4,97,55,0.0,86.99,26.3,3.3,121.53,304.43,0.7,0.13
2008-04-16 03:00:00,二林,22.92,0.7,29.4,23.79,53.19,4.5,94,53,0.0,87.81,26.24,2.2,209.44,124.13,0.65,0.32
2008-04-16 04:00:00,二林,22.42,0.72,38.79,19.1,57.9,4.4,79,52,0.0,87.97,26.23,2.2,112.82,89.26,1.37,1.42
2008-04-16 05:00:00,二林,22.59,0.8,52.83,19.57,72.4,6.4,66,53,0.0,87.04,26.28,2.9,74.27,46.18,1.12,1.09
2008-04-16 06:00:00,二林,23.64,0.91,60.18,21.66,81.84,5.9,67,51,0.0,84.29,26.28,4.3,78.2,54.66,0.81,0.84
2008-04-16 07:00:00,二林,25.18,0.69,24.4,22.72,47.12,10,77,52,0.0,78.24,26.53,5.4,52.12,46.09,1.8,1.16
2008-04-16 08:00:00,二林,27.21,0.43,3.61,10.49,14.1,28.7,86,51,0.0,69.09,26.72,4.7,3.13,328.03,1.23,0.48
2008-04-16 09:00:00,二林,29.24,0.36,1.73,5.83,7.56,48.2,0#,0#,0.0,60.03,26.85,2.3,310.75,311.03,2.21,0.85
2008-04-16 10:00:00,二林,30.33,0.43,1.87#,11.8#,13.67#,72.6,89,54,0.0,61.78,27.07,,309.19,305.92,2.77,2.07
2008-04-16 11:00:00,二林,30.91,0.3,2.02,7.51,9.53,66.5,90,58,0.0,62.12,26.92,14.3,305.1,307.49,2.85,2.3
2008-04-16 12:00:00,二林,30.87,0.26,1.47,3.93,5.4,68.7,88,55,0.0,59.65,26.4,3.9,309.85,310.1,3.21,2.65
2008-04-16 13:00:00,二林,30.85,0.22,1.48,3.15,4.63,70,65,43,0.0,59.22,26.88,3.2,306.07,311.22,4.01,3.1
2008-04-16 14:00:00,二林,30.72,0.17,1.23,2.05,3.28,62,56,36,0.0,58.36,26.57,2.9,308.62,304.15,4.11,3.05
2008-04-16 15:00:00,二林,30.8,0.17,1.68,1.61,3.29,59.6,46,31,0.0,57.55,26.59,2.9,306.19,312.14,3.18,2.07
2008-04-16 16:00:00,二林,29.87,0.17,1.68,4.47,6.15,55.8,47,32,0.0,61.41,26.47,3.5,358.87,45.21,2.81,1.13
2008-04-16 17:00:00,二林,29,0.18,1.44,6.58,8.03,53.1,55,30,0.0,63.81,26.47,3,32.71,31.7,1.76,1.18
2008-04-16 18:00:00,二林,28.87,0.24,1.45,9.13,10.58,47.7,61,39,0.0,66.05,26.39,3.4,24.98,76.86,0.51,0.57
2008-04-16 19:00:00,二林,28.6,0.37,1.27,10.07,11.33,40.7,66,36,0.0,68.47,26.67,3.2,142.26,136.25,1.73,0.81
2008-04-16 20:00:00,二林,27.28,0.3,1.26,9.34,10.6,40.6,56,40,0.0,73.79,26.59,2.3,140.71,95.43,0.47,1.34
2008-04-16 21:00:00,二林,26.81,0.31,1.1,9.68,10.78,37.4,57,31,0.0,76.63,26.51,2.8,123.24,109.12,2.13,0.88
2008-04-16 22:00:00,二林,25.67,0.34,1.22,13.17,14.4,25.1,48,38,0.0,81.46,26.49,2.1,114.19,143.74,0.99,1.6
2008-04-16 23:00:00,二林,25.7,0.35,1.35,14.26,15.61,17,48,29,0.0,81.07,26.5,2,302.6,314.33,1.37,0.61
2008-04-17 00:00:00,二林,25.87,0.33,1.36,12.65,14.01,19.8,45,39,0.0,82.12,26.51,2.5,315.12,95.78,3.03,0.82
2008-04-17 01:00:00,二林,25.62,0.27,1.29,4.56,5.85,34.7,48,29,0.0,83.69,26.39,2.8,57.87,86.74,3.38,1.43
2008-04-17 02:00:00,二林,25.31,0.3,1.04,5.84,6.87,35.5,45,40,0.0,83.94,26.28,3,56.71,98.03,2.73,1.47
2008-04-17 03:00:00,二林,24.64,0.26,1.42,4.89,6.31,36,37,23,1.2,86.89,26.38,2.2,61.27,48.23,2.63,0.96
2008-04-17 04:00:00,二林,24.13,0.22,1.33,10.94,12.27,26.5,38,20,0.0,88.04,26.34,1.2,40.27,40.13,4.41,3.07
2008-04-17 05:00:00,二林,23.94,0.24,1.42,11.78,13.2,18.8,36,3,0.0,87.92,26.25,1,54.9,79.84,1.93,2.47
2008-04-17 06:00:00,二林,24.24,0.27,2.11,12.75,14.85,15.9,32,8,0.0,88.12,26.37,1.4,97.68,93.88,2.71,2.48
2008-04-17 07:00:00,二林,24.93,0.33,5.1,13.69,18.79,13.4,23,8,0.0,86.9,26.43,1.8,45.83,33.77,2.39,1.74
2008-04-17 08:00:00,二林,26.13,0.43,7.77,15.38,23.15,16.4,27,17,0.0,82.82,26.51,3,42.88,45.28,3.44,2.73
2008-04-17 09:00:00,二林,26.82,0.34,5.95,12.57,18.52,22.1,28,19,0.0,78,26.63,4,101.52,77.57,4.14,0.33
2008-04-17 10:00:00,二林,27.5,0.31,5.44,10.7,16.15,30.4,26,22,0.0,73.22,26.68,5.3,99.17,68.05,4.26,0.46
2008-04-17 11:00:00,二林,27.88,0.32,3.11,9.9,13.01,45.6,33,24,0.0,72.9,26.85,3.5,53.13,170.57,3.84,0.92
2008-04-17 12:00:00,二林,27.49,0.37,2.19,9.68,11.87,62,52,23,0.0,73.73,26.73,3.7,160.68,87.56,5.39,0.44
2008-04-17 13:00:00,二林,27.01,0.47,3.5,18.65,22.15,63,78,30,0.0,72.75,26.53,9.5,153.51,156.84,6.04,1.42
2008-04-17 14:00:00,二林,27.06,0.54,4.13,23.35,27.48,63.6,88,30,0.0,72.21,26.39,11.9,83.81,82.15,4.62,1.56
2008-04-17 15:00:00,二林,27.54,0.39,2.16,12.29,14.45,78.8,85,35,0.0,70.7,26.43,5,15.37,261.29,4.72,0.13
2008-04-17 16:00:00,二林,26.72,0.41,2.47,15.84,18.31,70,89,33,0.0,72.84,26.35,6.7,152.07,142.63,5.76,0.44
2008-04-17 17:00:00,二林,25.21,0.44,1.75,16.77,18.51,57.2,82,33,0.0,76.32,26.31,7.3,117.66,104.41,4.95,0.98
2008-04-17 18:00:00,二林,24.37,0.48,1.78,19.56,21.33,43.8,80,27,0.0,78.61,26.33,7,83.85,71.81,3.68,1.08
2008-04-17 19:00:00,二林,23.91,0.47,1.56,17.3,18.86,38.2,62,22,0.0,78.95,26.44,4.1,54.59,42.3,3.35,2.15
2008-04-17 20:00:00,二林,23.62,0.47,1.39,18.68,20.07,31.6,56,17,0.0,78.12,26.43,2.8,41.64,40.99,3.19,2.87
2008-04-17 21:00:00,二林,23.33,0.49,1.57,19.83,21.4,27,51,19,0.0,78.42,26.36,3.2,42.04,42.52,3.18,2.71
2008-04-17 22:00:00,二林,23.08,0.52,1.41,21.21,22.62,23.6,60,26,0.0,78.2,26.43,3.8,41.13,40.73,2.78,2.8
2008-04-17 23:00:00,二林,22.81,0.54,1.34,23.04,24.38,19.3,59,32,0.0,78.41,26.36,5.2,59.41,38.6,2.2,0.8
2008-04-18 00:00:00,二林,22.59,0.5,1.27,17.5,18.77,24.2,57,28,0.0,78.71,26.38,3.5,42.76,38.67,3.3,2.14
2008-04-18 01:00:00,二林,22.36,0.48,1.54,20.2,21.73,21.9,44,23,0.0,79.89,26.36,3.6,40.89,39.91,2.5,1.59
2008-04-18 02:00:00,二林,22.16,0.47,1.57,16.52,18.09,24.2,40,16,0.0,80.46,26.36,3.5,48.38,40.73,3.2,1.36
2008-04-18 03:00:00,二林,22.05,0.47,0.49,15.44,15.93,26.2,32,14,0.0,79.36,26.28,3,42.41,40.01,2.55,2.64
2008-04-18 04:00:00,二林,21.92,0.48,0.26,11.7,11.95,30,35,18,0.0,78.35,26.27,3.6,82.89,66.81,3.43,0.71
2008-04-18 05:00:00,二林,22.07,0.47,0.1,12.81,12.92,33.3,35,24,0.0,76.6,26.25,3.2,44.5,40.68,3.75,2.7
2008-04-18 06:00:00,二林,21.99,0.46,0.56,18.75,19.31,30.8,40,29,0.0,77.8,26.41,3.5,41.93,42.97,2.2,2.28
2008-04-18 07:00:00,二林,22,0.51,1.39,16.09,17.48,33.5,47,32,0.0,78.61,26.34,4.1,45.22,43.03,2.73,1.7
2008-04-18 08:00:00,二林,22.84,0.54,2.55,18.22,20.77,35.7,54,41,0.0,75.17,26.43,4.5,48.42,44.16,3.23,2.51
2008-04-18 09:00:00,二林,23.3,0.51,3.69,23.06,26.75,34.2,62,41,0.0,73.44,26.48,4.8,45.29,53.06,3.23,2.12
2008-04-18 10:00:00,二林,23.59,0.56,3.1,21.46,24.56,43.3,68,43,0.0,73.67,26.49,5.7,91.25,142.63,3.45,0.27
2008-04-18 11:00:00,二林,24.29,0.7,2.54,23.42,25.96,61,79,39,0.0,70.66,26.52,8.6,51.16,62.81,4.18,2.44
2008-04-18 12:00:00,二林,24.51,0.56,0.76,15.37,16.13,80.5,87,46,0.0,71.09,26.55,5.6,52.21,37.94,4.58,2.81
2008-04-18 13:00:00,二林,25.52,0.4,0.91,11.64,12.55,84.3,89,48,0.0,67.83,26.5,4.1,48.68,53.3,3.46,2.5
2008-04-18 14:00:00,二林,25.32,0.4,0.55,14.48,15.04,79.7,95,48,0.0,68.94,26.31,4.5,67.74,79.75,4.08,1.43
2008-04-18 15:00:00,二林,24.95,0.43,0.75,14.57,15.31,77.1,96,47,0.0,70.9,26.33,4.5,86.16,80.32,5.04,1.06
2008-04-18 16:00:00,二林,24.49,0.44,0.55,12.96,13.51,72.5,94,42,0.0,73.11,26.27,4.1,54.9,47.05,3.61,2.27
2008-04-18 17:00:00,二林,24.38,0.41,0.42,13.38,13.8,67.6,84,41,0.0,74.04,26.34,3.9,57.71,71.84,3.85,1.95
2008-04-18 18:00:00,二林,24.06,0.48,0.46,12.3,12.76,63.7,83,42,0.0,75.68,26.47,3.9,55.19,61.02,3.74,2.28
2008-04-18 19:00:00,二林,23.81,0.43,0.25,11.18,11.43,59.3,80,43,0.0,76.79,26.42,3.7,52.45,43.33,2.47,2.15
2008-04-18 20:00:00,二林,23.7,0.44,0.06,16.3,16.36,47,81,40,0.0,76.35,26.41,3.9,55.72,68.8,3.03,1.51
2008-04-18 21:00:00,二林,23.51,0.51,0.2,20.98,21.18,35.6,75,44,0.0,75.58,26.35,4.3,49.63,55.02,2.62,1.66
2008-04-18 22:00:00,二林,23.14,0.56,0.33,27.62,27.96,24.3,82,41,0.0,76.05,26.42,4.8,83.38,46.96,2.21,0.69
2008-04-18 23:00:00,二林,22.82,0.56,0.35,26.32,26.67,21.3,78,37,0.0,75.81,26.39,3.5,45.71,53.53,2.04,1.22
2008-04-19 00:00:00,二林,22.65,0.57,0.56,27.46,28.02,17.8,79,30,0.0,75.47,26.36,3.9,42.89,323.63,1.92,1.05
2008-04-19 01:00:00,二林,22.2,0.57,0.52,30.67,31.19,11.9,76,34,0.0,78.4,26.49,3.5,68.61,91,1.41,0.48
2008-04-19 02:00:00,二林,21.8,0.57,0.85,33.65,34.5,7.8,65,43,0.0,80.81,26.38,3.1,66.97,109.05,1.68,0.92
2008-04-19 03:00:00,二林,21.85,0.58,1,30,31.01,8.9,66,42,0.0,79.94,26.29,5.2,15.61,314.94,0.47,0.37
2008-04-19 04:00:00,二林,21.52,0.59,1.46,25.45,26.92,9.7,58,44,0.0,82.01,26.26,3.7,21.82,345.2,0.92,0.53
2008-04-19 05:00:00,二林,21.24,0.6,1.9,23.85,25.75,7.1,71,39,0.0,84.09,26.36,2.9,57.97,69.47,0.9,1.04
2008-04-19 06:00:00,二林,21.59,0.72,10.29,24.75,35.04,6.3,78,47,0.0,84.67,26.39,3.9,75.46,8.36,0.45,0.33
2008-04-19 07:00:00,二林,23.05,0.83,12.5,28.52,41.03,11.5,95,50,0.0,80.27,26.48,6.5,0.74,48.7,0.64,0.23
2008-04-19 08:00:00,二林,25.17,0.8,7.53,29.29,36.82,30.6,116,67,0.0,74.24,26.61,9.4,46.53,45.89,1.45,1.23
2008-04-19 09:00:00,二林,26.78,0.74,2.09,20.64,22.73,73.8,130,87,0.0,69.02,26.85,7.8,91.8,212.04,0.68,0.44
2008-04-19 10:00:00,二林,27.81,0.64,0.82,15.89,16.71,95.2,134,96,0.0,66.13,27.03,6.5,273.47,307.94,2,1.33
2008-04-19 11:00:00,二林,29,0.45,0.76,9.25,10.01,89.1,119,91,0.0,63.93,27.08,5,300.82,297.79,2.28,1.79
2008-04-19 12:00:00,二林,29.97,0.45,0.72,8.62,9.34,93.9,97,63,0.0,61.01,27.01,5.3,304.23,304.26,3.19,1.97
2008-04-19 13:00:00,二林,29.78,0.39,1.12,8.62,9.74,100.6,77,48,0.0,60.62,27.07,5.4,310.83,314.79,3.45,2.38
2008-04-19 14:00:00,二林,29.59,0.39,0.92,8.54,9.45,102.6,62,46,0.0,60.8,26.55,5.2,311.99,309.08,3.34,2.2
2008-04-19 15:00:00,二林,29.28,0.26,0.8,7.48,8.28,85.6,52,43,0.0,63.67,26.54,4.3,312.89,309.9,3.13,2.21
2008-04-19 16:00:00,二林,27.11,0.22,1.02,5.49,6.51,67.6,50,37,0.0,73.15,26.49,3.5,313.62,307.94,2.99,1.17
2008-04-19 17:00:00,二林,25.83,0.23,0.83,6.81,7.64,63.1,53,27,0.0,78.37,26.32,3.3,298.45,77.36,3.08,0.81
2008-04-19 18:00:00,二林,25.13,0.29,0.77,8.24,9.01,57,55,25,0.0,81.94,26.36,3.3,73.48,52.7,2.78,0.41
2008-04-19 19:00:00,二林,24.96,0.32,0.66,6.78,7.43,52.7,57,27,0.0,84.05,26.48,2.6,44.81,60.11,2.03,0.56
2008-04-19 20:00:00,二林,24.91,0.37,0.74,7.65,8.39,45.5,51,25,0.0,85.15,26.46,2.3,329.27,292.46,0.7,0.46
2008-04-19 21:00:00,二林,24.8,0.34,0.62,9.66,10.28,34.1,68,23,0.0,86.1,26.43,2,295.33,280.16,1.04,0.62
2008-04-19 22:00:00,二林,24.72,0.26,0.89,7.54,8.42,32.4,61,18,0.0,87.52,26.42,1.5,296.7,317.41,1.18,0.92
2008-04-19 23:00:00,二林,24.97,0.27,0.68,4.82,5.5,40.1,66,10,0.0,87.6,26.44,1.4,338.3,346.71,0.72,0.59
2008-04-20 00:00:00,二林,24.76,0.28,0.77,6.83,7.61,31.9,40,10,0.0,87.89,26.44,1.1,149.13,135.75,1.12,0.73
2008-04-20 01:00:00,二林,24.57,0.3,0.64,8.16,8.81,25.1,47,11,0.0,88.74,26.36,1.1,177.09,249.55,0.71,0.67
2008-04-20 02:00:00,二林,24.41,0.31,0.66,7.26,7.91,25.8,46,14,0.0,89.28,26.25,1,189.21,178.32,0.77,0.68
2008-04-20 03:00:00,二林,24.29,0.32,0.67,7.41,8.09,24.6,63,25,0.0,88.82,26.38,1,205.97,217.29,1.12,1.2
2008-04-20 04:00:00,二林,24.21,0.34,0.69,5.67,6.36,28.7,64,36,0.0,87.93,26.29,0.8,175.14,167.6,1.04,1.17
2008-04-20 05:00:00,二林,24.22,0.37,0.53,7.46,7.98,27.9,78,50,0.0,87.17,26.27,1,162.09,139.56,1.32,1.05
2008-04-20 06:00:00,二林,24.36,0.42,1.45,16.28,17.73,15.3,85,54,0.0,87.47,26.34,1.8,169.72,145.37,0.86,0.7
2008-04-20 07:00:00,二林,24.6,0.52,4.13,16.31,20.44,14.2,105,66,0.0,86.73,26.49,2.4,184.41,188.71,1.54,1.36
2008-04-20 08:00:00,二林,25.48,0.55,4.97,15.07,20.04,21.3,116,81,0.0,83.68,26.53,3.8,158.03,193.94,1.24,1.36
2008-04-20 09:00:00,二林,27.19,0.54,2.14,10.98,13.12,42.8,124,97,0.0,75.2,26.72,4.2,220.1,206.14,1.38,1.13
2008-04-20 10:00:00,二林,29.04,0.51,0.99,11.89,12.88,80.3,126,95,0.0,67.21,26.89,12,261.66,276.32,2.76,1.5
2008-04-20 11:00:00,二林,29.82,0.53,0.81,14.6,15.41,111.4,131,104,0.0,67.67,27.05,21.5,282.72,278.18,2.62,2.28
2008-04-20 12:00:00,二林,29.79,0.43,0.69,12.1,12.79,100.6,118,85,0.0,65.8,26.9,13.6,279.39,280.48,2.58,2.84
2008-04-20 13:00:00,二林,29.65,0.36,1.15,9.27,10.42,86.2,89,70,0.0,67.02,26.86,14.5,280.33,275.77,2.77,2.52
2008-04-20 14:00:00,二林,29.15,0.32,1.16,11.05,12.21,83.3,65,42,0.0,68.97,26.44,15,276.28,277.23,2.2,2.37
2008-04-20 15:00:00,二林,28.4,0.27,0.78,7.58,8.37,78.1,56,37,0.0,72.23,26.47,8.4,291.88,304.84,2.02,2.12
2008-04-20 16:00:00,二林,27.41,0.25,0.6,4.11,4.71,70,61,37,0.0,75.6,26.32,3,297.9,300.18,0.86,1.41
2008-04-20 17:00:00,二林,27.25,0.31,0.71,4.09,4.8,66.6,60,40,0.0,76.25,26.38,3,304.68,332.5,0.9,0.81
2008-04-20 18:00:00,二林,26.84,0.33,0.49,5.1,5.59,60.8,64,35,0.0,77.36,26.29,2.3,339.56,295.06,0.69,0.62
2008-04-20 19:00:00,二林,26.61,0.35,0.44,5.66,6.1,54.4,65,37,0.0,78.4,26.49,1.8,342.79,321.05,0.91,0.5
2008-04-20 20:00:00,二林,26.12,0.35,0.5,6.54,7.04,47.7,64,33,0.0,80.43,26.49,1.3,41.8,289.27,0.86,1.09
2008-04-20 21:00:00,二林,25.99,0.38,0.35,7.97,8.32,36.8,66,37,0.0,81.51,26.51,1.6,294.78,291.28,0.45,0.6
2008-04-20 22:00:00,二林,25.85,0.39,0.16,8.59,8.75,32.1,65,38,0.0,82.48,26.48,1.3,258.77,102.08,0.94,0.34
2008-04-20 23:00:00,二林,25.68,0.45,0.59,10.5,11.09,23.8,65,40,0.0,84.19,26.46,1.1,102.25,92.84,0.92,0.74
2008-04-21 00:00:00,二林,25.56,0.42,0.69,9.71,10.39,26.8,67,45,0.0,83.87,26.47,1.6,84.99,98.18,0.9,0.73
2008-04-21 01:00:00,二林,25.52,0.46,0.86,10.65,11.51,23.6,70,48,0.0,84.03,26.38,2,97.02,340.34,0.66,0.66
2008-04-21 02:00:00,二林,25.5,0.45,0.62,13.19,13.82,14.9,69,45,0.0,84.58,26.34,1.6,344.26,13.09,0.81,0.5
2008-04-21 03:00:00,二林,25.45,0.51,0.6,14,14.6,14.4,70,48,0.0,85.09,26.38,1.7,71.74,71.31,1.57,0.85
2008-04-21 04:00:00,二林,25.09,0.59,1.53,19.19,20.72,7.6,70,50,0.0,86.36,26.31,2.2,111,121.46,1.63,1.31
2008-04-21 05:00:00,二林,25.06,0.67,4.45,24.09,28.54,8.1,78,56,0.0,86,26.24,2.2,112.56,103.29,1.02,1.15
2008-04-21 06:00:00,二林,25.41,0.64,6.94,21.58,28.51,8.2,78,58,0.0,85.82,26.34,2.1,118.81,138.67,0.45,0.66
2008-04-21 07:00:00,二林,26.79,0.53,6.33,15.05,21.37,15.3,87,64,0.0,82.95,26.56,3.3,101.98,112.48,0.93,1.17
2008-04-21 08:00:00,二林,28.07,0.29,1.09,4.93,6.02,32.1,75,57,0.0,76.48,26.67,3.2,261.5,260.84,1.9,0.98
2008-04-21 09:00:00,二林,27.94,0.33,1.62,8.08,9.69,30.6,67,46,0.4,79.14,26.83,3.9,276.61,289.3,1.88,1.89
2008-04-21 10:00:00,二林,27.04,0.35,1.89,8.69,10.58,30.9,58,35,0.4,84.54,26.72,3.2,242.03,216.52,1.87,1.62
2008-04-21 11:00:00,二林,28.06,0.34,2.07,8.42,10.5,37.4,59,43,0.0,80.55,26.73,3.2,257.48,296.34,1.05,1.27
2008-04-21 12:00:00,二林,29.44,0.28,1.39,4.55,5.94,44.5,54,40,0.0,73.43,26.74,2.4,287.75,297.98,2.63,2.15
2008-04-21 13:00:00,二林,28.42,0.21,0.93,3.77,4.7,45.6,43,28,0.0,77.05,26.57,2.3,304.68,309.93,3.39,2.83
2008-04-21 14:00:00,二林,27.05,0.15,0.97,3.01,3.98,33.4,31,13,0.2,83.53,26.37,1.1,297.53,280.8,3.81,3.04
2008-04-21 15:00:00,二林,25.59,0.16,0.9,2.63,3.52,30.4,28,10,1.8,86.46,26.3,0.5,267.62,254.56,3.4,3.86
2008-04-21 16:00:00,二林,25.5,0.2,0.98,1.92,2.9,31.3,27,11,0.0,84.19,26.31,0.3,239.99,128.86,1.27,0.52
2008-04-21 17:00:00,二林,25.84,0.23,1.23,8.71,9.93,21.9,25,10,0.0,84.6,26.29,1.8,103.79,108.49,1.25,1.35
2008-04-21 18:00:00,二林,25.86,0.31,1.14,16.26,17.4,14.7,21,9,0.0,85.11,26.35,2.2,86.02,84.12,1.49,0.96
2008-04-21 19:00:00,二林,25.3,0.38,1.25,15.41,16.66,13.7,27,10,0.0,86.56,26.44,0.9,84.81,84.46,1.23,1.57
