datetime,station,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
2016-11-30 15:00:00,11,30.18,27.41,27.20,24.90,23.23,21.86
2016-11-30 16:00:00,11,22.38,23.04,22.88,21.35,22.00,19.32
2016-11-30 17:00:00,11,40.64,34.61,31.73,29.88,27.27,29.86
2016-11-30 18:00:00,11,22.43,22.98,20.91,20.07,21.79,19.52
2016-11-30 19:00:00,11,28.10,26.25,22.67,24.11,21.11,19.86
2016-11-30 20:00:00,11,15.98,16.11,18.38,16.90,17.73,18.03
2016-11-30 21:00:00,11,26.61,26.02,23.35,22.76,19.92,18.86
2016-11-30 22:00:00,11,25.62,23.54,22.58,21.71,21.58,18.65
2016-11-30 23:00:00,11,27.75,24.11,21.89,20.73,19.84,17.88
2016-12-01 00:00:00,11,21.12,19.44,18.30,16.90,15.58,15.88
2016-12-01 01:00:00,11,29.97,26.22,22.64,19.88,19.60,18.61
2016-12-01 02:00:00,11,19.77,18.81,17.29,18.07,17.51,16.92
2016-12-01 03:00:00,11,22.23,20.71,19.98,19.66,18.35,22.56
2016-12-01 04:00:00,11,18.05,18.01,17.08,17.22,20.40,20.62
2016-12-01 05:00:00,11,29.55,25.32,24.17,25.38,23.59,28.19
2016-12-01 06:00:00,11,23.50,21.92,23.29,21.89,23.79,26.76
2016-12-01 07:00:00,11,20.84,22.43,22.81,25.58,27.93,26.32
2016-12-01 08:00:00,11,12.21,17.10,19.22,21.30,22.71,19.84
2016-12-01 09:00:00,11,16.02,18.00,20.23,21.39,20.65,20.92
2016-12-01 10:00:00,11,22.56,24.36,24.18,24.74,24.65,27.25
2016-12-01 11:00:00,11,22.96,23.90,23.68,22.66,24.44,23.90
2016-12-01 12:00:00,11,15.16,16.59,17.39,17.34,16.79,16.25
2016-12-01 13:00:00,11,11.92,13.86,14.83,14.39,13.68,13.57
2016-12-01 14:00:00,11,7.65,13.00,11.61,10.53,10.95,11.40
2016-12-01 15:00:00,11,20.75,17.01,15.81,16.09,14.90,14.17
2016-12-01 16:00:00,11,12.41,11.32,13.06,11.92,12.93,12.23
2016-12-01 17:00:00,11,20.68,16.98,17.29,17.46,16.07,15.05
2016-12-01 18:00:00,11,13.76,13.29,13.55,13.69,12.08,12.28
2016-12-01 19:00:00,11,20.01,17.51,16.05,15.15,15.33,13.79
2016-12-01 20:00:00,11,13.82,12.26,12.61,11.94,11.02,10.27
2016-12-01 21:00:00,11,14.89,12.48,13.25,12.49,12.49,11.02
2016-12-01 22:00:00,11,8.43,9.99,10.76,10.77,9.93,9.64
2016-12-01 23:00:00,11,12.32,11.62,11.60,11.09,11.72,11.14
2016-12-02 00:00:00,11,8.20,8.99,8.23,7.79,7.63,8.07
