datetime,station,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
2016-11-30 13:00:00,9,28.10,24.68,26.71,26.45,25.69,28.75
2016-11-30 14:00:00,9,18.32,19.27,22.11,20.37,23.10,25.24
2016-11-30 15:00:00,9,12.98,15.64,19.41,19.76,23.52,22.64
2016-11-30 16:00:00,9,7.93,10.68,17.11,19.63,18.85,20.40
2016-11-30 17:00:00,9,15.70,18.66,20.49,20.13,22.38,22.09
2016-11-30 18:00:00,9,28.60,29.16,25.39,27.70,25.98,24.66
2016-11-30 19:00:00,9,24.57,21.46,23.71,23.25,23.34,23.33
2016-11-30 20:00:00,9,25.57,29.15,25.98,24.72,25.23,24.18
2016-11-30 21:00:00,9,31.70,29.46,26.78,25.89,25.35,27.44
2016-11-30 22:00:00,9,19.51,19.32,21.69,20.34,23.73,23.37
2016-11-30 23:00:00,9,12.77,15.78,18.65,19.66,19.57,18.54
2016-12-01 00:00:00,9,13.41,14.74,18.92,18.92,18.25,17.59
2016-12-01 01:00:00,9,19.14,21.96,20.81,20.43,19.26,18.97
2016-12-01 02:00:00,9,23.27,21.80,20.63,20.17,18.40,20.97
2016-12-01 03:00:00,9,20.45,19.89,19.46,19.13,20.83,21.45
2016-12-01 04:00:00,9,17.86,17.35,17.98,19.59,19.68,19.58
2016-12-01 05:00:00,9,21.03,21.79,21.09,21.11,21.94,23.11
2016-12-01 06:00:00,9,22.04,21.14,22.57,22.28,23.11,25.49
2016-12-01 07:00:00,9,16.64,18.47,21.20,21.50,22.21,24.73
2016-12-01 08:00:00,9,16.55,17.57,20.39,22.53,21.56,25.48
2016-12-01 09:00:00,9,15.15,16.10,19.30,20.92,22.73,24.74
2016-12-01 10:00:00,9,21.60,24.22,23.17,25.66,25.10,24.65
2016-12-01 11:00:00,9,25.87,24.32,25.66,26.70,25.07,25.36
2016-12-01 12:00:00,9,24.61,26.34,24.92,25.50,26.46,24.52
2016-12-01 13:00:00,9,26.30,26.37,25.47,26.74,26.44,25.98
2016-12-01 14:00:00,9,20.99,20.96,22.54,22.18,23.53,22.84
2016-12-01 15:00:00,9,18.34,19.49,20.91,21.08,22.00,21.18
2016-12-01 16:00:00,9,14.21,15.43,17.95,17.42,18.42,17.88
2016-12-01 17:00:00,9,20.42,22.68,19.70,21.14,20.08,19.32
2016-12-01 18:00:00,9,16.90,15.43,17.95,18.13,17.26,17.85
2016-12-01 19:00:00,9,8.94,11.19,14.57,13.70,13.35,14.24
2016-12-01 20:00:00,9,15.49,18.56,15.54,16.29,15.28,16.27
2016-12-01 21:00:00,9,13.04,11.93,14.19,13.54,13.46,12.99
