datetime,station,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
2016-11-30 06:00:00,5,19.53,21.09,23.88,25.70,25.81,25.97
2016-11-30 07:00:00,5,26.20,27.54,29.41,30.24,29.86,30.88
2016-11-30 08:00:00,5,29.19,30.89,32.29,29.53,30.37,30.04
2016-11-30 09:00:00,5,22.43,24.83,25.35,24.54,25.18,25.82
2016-11-30 10:00:00,5,23.40,24.65,24.50,24.43,25.32,25.56
2016-11-30 11:00:00,5,27.69,27.16,26.92,25.46,26.55,26.56
2016-11-30 12:00:00,5,23.97,25.23,24.95,25.60,24.72,24.55
2016-11-30 13:00:00,5,20.09,20.71,21.68,22.37,22.58,22.89
2016-11-30 14:00:00,5,18.30,18.90,18.91,19.25,20.78,22.05
2016-11-30 15:00:00,5,19.87,19.16,19.24,20.78,21.64,22.16
2016-11-30 16:00:00,5,18.88,18.81,19.99,19.50,20.78,20.81
2016-11-30 17:00:00,5,18.30,19.69,19.28,19.73,19.78,20.01
2016-11-30 18:00:00,5,18.01,18.20,18.64,18.31,19.13,19.45
2016-11-30 19:00:00,5,16.95,17.93,18.23,18.78,18.48,20.18
2016-11-30 20:00:00,5,17.75,17.63,18.11,18.51,18.57,19.96
2016-11-30 21:00:00,5,17.12,17.19,18.01,18.81,18.22,18.56
2016-11-30 22:00:00,5,16.00,16.67,17.68,18.28,17.87,17.67
2016-11-30 23:00:00,5,13.07,15.13,15.63,15.60,15.35,14.86
2016-12-01 00:00:00,5,15.96,16.89,16.62,16.13,15.47,15.48
2016-12-01 01:00:00,5,17.81,17.39,17.54,17.32,17.41,17.02
2016-12-01 02:00:00,5,19.22,19.28,18.44,18.99,17.19,17.64
2016-12-01 03:00:00,5,24.13,23.08,22.47,22.09,20.54,20.68
2016-12-01 04:00:00,5,22.27,21.70,21.72,21.04,20.00,20.36
2016-12-01 05:00:00,5,16.55,17.55,17.40,17.82,17.39,17.43
2016-12-01 06:00:00,5,15.23,16.21,15.65,16.01,16.10,15.49
2016-12-01 07:00:00,5,16.63,16.70,16.43,15.98,16.06,16.79
2016-12-01 08:00:00,5,21.08,20.40,19.91,19.63,18.88,20.54
2016-12-01 09:00:00,5,17.51,17.91,17.92,18.27,20.28,21.30
2016-12-01 10:00:00,5,22.75,20.96,21.02,22.03,23.09,23.10
2016-12-01 11:00:00,5,21.86,22.54,22.98,22.71,24.25,24.46
2016-12-01 12:00:00,5,23.16,22.67,22.39,23.83,23.72,23.52
2016-12-01 13:00:00,5,23.61,23.99,24.01,24.56,24.90,23.98
2016-12-01 14:00:00,5,17.05,18.28,19.37,20.35,20.97,20.83
2016-12-01 15:00:00,5,17.86,17.85,18.87,19.59,19.38,18.92
2016-12-01 16:00:00,5,16.76,17.66,18.99,18.37,18.79,19.25
2016-12-01 17:00:00,5,11.74,15.01,14.58,14.79,16.76,16.64
2016-12-01 18:00:00,5,13.10,13.46,13.83,14.68,15.31,15.03
2016-12-01 19:00:00,5,15.25,14.59,15.96,16.08,16.12,15.60
2016-12-01 20:00:00,5,14.36,15.01,15.18,15.85,15.72,16.70
